isbn,title,subtitle,authors,publisher,publishedDate,description,pageCount,categories,language
076241085X,Nancy Drew's Guide To Life,,Jennifer Worick,Running Press,2001-10-19,"You couldn't have known it then, but all those hours spent reading about Nancy's adventures served you well. Nancy Drew's Guide to Life is a loving tribute to the young sleuth and the wisdom she imparted.This book is filled with practical tips, as well as seemingly whimsical (but surprisingly sound) advice. Her sage counsel is accompanied by the classic covers and artwork from her yellow-spined books.",0,Juvenile Fiction,en
0684802775,Taking Back Our Streets,Fighting Crime in America,"Willie L. Williams, Bruce B. Henderson",Scribner Book Company,1996,"The nation's foremost police chief shows how community policing can offer a model for repossessing our cities. Through anecdotes drawn from his own experience, Williams explains what each of us can contribute to taking back our streets, relating to such vital national issues as assault weapons and gang warfare, and discussing the background of some of the L.A.P.D.'s most prominent cases.",304,African American police,en
0842340971,Embrace the Dawn,,Kathleen Morgan,"Tyndale House Publishers, Inc.",2002,"Set in the late 17th-century Scottish Highlands, this book tells the story of Kilian Campbell, a strong-willed American woman forced to seek safety in the arms of the one man who could destroy her future.",0,Christian fiction,en
014007743X,Miss Peabody's Inheritance,,Elizabeth Jolley,Penguin Group,1985,"Miss Peabody, a lonely spinster in London, writes a fan letter to Diana Hopewell, an Australian novelist. In reply, Hopewell sends installments of her novel-in-progress, the zany adventures of a trio of gently lesbian ladies, a headmistress and two companions, touring Europe with a hapless student. With each mail delivery, Miss Peabody's involvement with the novelist and her characters intensifies until fantasy and reality poignantly merge.",180,Australia,en
0441240895,Last Flight to Moscow,,Nick Carter,Ace Books,1985,"On assignment from AXE, a top secret American espionage agency, Nick Carter must stop KGB agents from taking technological secrets back to the Soviet Union",193,Fiction,en
0962818607,Nature Guide to the Carolina Coast,"Common Birds, Crabs, Shells, Fish, and Other Entities of the Coastal Environment",Peter Meyer,,1991,"Identifies common birds, crabs, shells, fish, and other animals, and environment of the Carolina coast with over 100 color photographs.",0,Coastal animals,en
0345451058,Flesh Tones,,M. J. Rose,Ballantine Books,2003-04,"In such erotic thrillers as In Fidelity and Lip Service, acclaimed author M. J. Rose took readers to the darkest edges of desire. Now, in her most riveting novel yet, she leads us across the fine line separating passion and obsession, mercy and murder. In a New York courtroom, a woman stands accused of a controversial crime. Genny Haviland, thirty-eight, is said to have drugged and suffocated legendary painter George Gabriel. For two decades the tempestuous Gabriel has challenged audiences with his wild work. And in the end, the prosecution claims, he alienated the woman he first seduced, then enslaved—enough to cause his own death at her hands. Yet in Genny’s mind there rests another story, one that started twenty years before . . . one in which a college girl on summer break met an older, attractive artist—and began a forbidden affair she would never forget, a shadowy, sensual union in which she was more helpless and more powerful than she would ever imagine. Then the discovery of a shocking secret blew it all apart: Genny’s father was Jonathan Haviland, the renowned gallery owner who could make or break Gabriel’s career. Now Genny contends she was only easing her old lover to a painless death, allowing him to escape the awful illness that was slowly eroding his sanity and self. But is that the whole truth? Or was Gabriel indeed killed—but for far more sordid reasons, from a motive driven by scandal and the threat of financial ruin? How much would Genny do for the man she professed to love, or for the father who has always loomed darkly in the background of her life? Peopled with complex and fascinating characters, and capturing the essence of two different and decadent decades, here is the most impressive achievement of an up-and-coming author. In this irresistible novel, M. J. Rose creates a world where love doesn’t last and fame is fleeting . . . but desire never ends. From the Hardcover edition.",328,Fiction,en
0140348093,The Bear Nobody Wanted,,"Janet Ahlberg, Allan Ahlberg",Puffin Books,1993,A teddy bear with a rather inflated opinion of himself has a series of not-always-pleasant adventures before finding a real home.,148,Bears,en
0688142966,Simple Simon,A Thriller,Ryne Douglas Pearson,William Morrow,1996,"A boy computer genius--Simon Lynch--cracks the communications code of the National Security Agency, which decides to kill him. Fortunately the boy is befriended by a black FBI agent who helps him evade his pursuers and saves him from a Japanese woman terrorist who is also after the code.",276,Chicago (Ill.),en
0821742841,Lady of the Forest,,Jennifer Roberson,Zebra Books,1993,"Against a medieval tapestry of color and pageantry, Roberson weaves a rich, sweeping tale of a woman who, for the love of one man and the good of all men, defies destiny and becomes a legend.",772,Maid Marian (Legendary character),en
0316359408,The Adventures of Tintin: Volume 1,,Hergé,"Little, Brown Books for Young Readers",1994-05-02,"Three classic graphic novels in one deluxe hardcover edition: Tintin in America, Cigars of the Pharaoh, and The Blue Lotus.",192,Juvenile Fiction,en
0140390448,Walden and Civil Disobedience,,Henry David Thoreau,Penguin,1983-08-25,"A transcendentalist classic on social responsibility and a manifesto that inspired modern protest movements Critical of 19th-century America’s booming commercialism and industrialism, Henry David Thoreau moved to a small cabin in the woods of Concord, Massachusetts in 1845. Walden, the account of his stay near Walden Pond, conveys at once a naturalist’s wonder at the commonplace and a transcendentalist’s yearning for spiritual truth and self-reliance. But Thoreau's embrace of solitude and simplicity did not entail a withdrawal from social and political matters. Civil Disobedience, also included in this volume, expresses his antislavery and antiwar sentiments, and has influenced resistance movements worldwide. Both give rewarding insight into a free-minded, principled and idiosyncratic life. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,800 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",433,Philosophy,en
0807554200,The Mystery of the Hot Air Balloon,,Gertrude Chandler Warner,Random House Books for Young Readers,1995-01-01,"After a hot-air balloon lands in their yard, the Aldens are invited to help out at a balloon festival! But when one balloon is mysteriously released without passengers, it looks like someone is trying to ruin the festival!",0,Juvenile Fiction,en
039308695X,Mrs. Stevens Hears the Mermaids Singing,A Novel,May Sarton,W. W. Norton,1974,"""Mary Sarton's ninth novel explores a woman's struggle to reconcile the claims of life and art, to transmute passion ans pain into poetry. As it opens, Hilary Stevens, a renowned poet in her seventies, is talking with Mar, an intense young man who has sought her out and whose passionate despair reminds her of herself when young. Mar has had an unhappy love affair with a man. Bewildered by both his sexuality and his writing talent, he flings his anguish against Hilary's brusque, sympathetic intelligence. The next event in this emotionally charged dayis the arrival of a team of interviewers sent by a leading literary periodical to search out the reasons and mysteries behind the poet's work. In her efforts to answer the questions put to her, Hilary Stevens retraces her past, seeking the link between encounters with the muse, those passionate attachments to women who ignited her imagination, and her own epiphanies. 'We have to dare to be ourselves, ' she says, 'however frightening or strange that self may prove to be.' In taking inventory of her own creative life, Hilary Stevens recalls how the 'mermaids' sang. 'Love opens the doors into everything, as far as I can see, including, and perhaps most of all, the door into one's secret, real self.'""--Jacket.",220,Aged women,en
